image,method,raw_bytes,out_bytes,encode_ms,decode_ms,encode_throughput_mbps,decode_throughput_mbps,ratio,bpp,lossless
oexr_ScanLines_Cannon.exr,jxl_e3_nl,5297760,1393709,194.576916,137.804458,27.22707353425213,38.444039306769014,3.801195227985182,25.255214279242548,True
oexr_ScanLines_Cannon.exr,jxl_e7_nl,5297760,1287483,1765.865583,144.106875,3.000092448146434,36.76271517233304,4.114819380139388,23.330307148681708,True
oexr_ScanLines_Cannon.exr,zstd_3,5297760,2620552,75.349334,46.155542,70.3093142137129,114.78058257879414,2.021619872454353,47.48667210292652,True
oexr_ScanLines_Cannon.exr,zstd_19,5297760,1794922,3687.637041,51.385125,1.4366272876365764,103.09909725820458,2.9515265844421092,32.52554136087705,True
oexr_ScanLines_Cannon.exr,zstd_22,5297760,1794922,4304.584458,45.018208,1.2307250680502273,117.68038390155378,2.9515265844421092,32.52554136087705,True
oexr_ScanLines_Cannon.exr,xz_9,5297760,1491300,3963.190167,200.339,1.3367413060600684,26.44397745820834,3.552444176222088,27.02364773036151,True
oexr_ScanLines_Cannon.exr,bzip2_9,5297760,1874361,613.266708,281.585209,8.638590568982917,18.814056387457484,2.8264352491329046,33.96504484914379,True
oexr_ScanLines_Cannon.exr,lz4_9,5297760,2962558,209.27175,27.872083,25.315218131448702,190.07406084432228,1.788238407484343,53.68411706079551,True
oexr_ScanLines_Cannon.exr,zfp,5297760,2825360,28.918209,33.683041,183.19806734919166,157.28271090487345,1.8750743268114505,51.19797046298813,True
oexr_ScanLines_Cannon.exr,blosc_zstd9_shuf,5297760,1481413,427.81775,4.290208,12.383216918886607,1234.849219431785,3.576153307686648,26.844486726465526,True
oexr_ScanLines_Cannon.exr,blosc_zstd9_bitshuf,5297760,1376979,192.350375,7.638209,27.542239000053936,693.5866771909489,3.847378936062206,24.95205218809459,True
oexr_ScanLines_Cannon.exr,blosc_zstd9_noshuf,5297760,1801761,689.035958,8.4045,7.688655343006061,630.3480278422273,2.940323383623022,32.64946996466431,True
oexr_ScanLines_Cannon.exr,blosc_lz4hc9_shuf,5297760,1598376,96.765708,5.100125,54.748320551739255,1038.7510110046321,3.314464181143861,28.963957597173145,True
oexr_ScanLines_Cannon.exr,blosc_lz4_shuf,5297760,1801345,5.831792,4.89925,908.4274610617115,1081.3410215849365,2.9410024176379315,32.64193168433451,True
oexr_ScanLines_Cannon.exr,planes_zstd19,5297760,1477699,1372.757958,97.237875,3.8592090973695163,54.48247403596593,3.5851414936330066,26.77718582948265,True
oexr_ScanLines_Cannon.exr,our_v0_passthrough,5297760,5297781,8.615208,5.087,614.9311775177105,1041.4310988794969,0.9999960360762364,96.00038053818973,True
oexr_ScanLines_Cannon.exr,our_v1a_rans_static,5297760,5297794,53.902125,61.211708,98.28480788095091,86.5481485992843,0.9999935822344168,96.00061610945004,True
oexr_ScanLines_Cannon.exr,our_v1b_rans_order0,5297760,3208735,75.992375,69.758125,69.71436278968778,75.94470178205047,1.6510431681020714,58.14505753375011,True
oexr_ScanLines_Cannon.exr,our_v1c_rans_order1,5297760,2255071,70.950375,118.204125,74.66852712194968,44.81874046273766,2.3492652781220635,40.863839811542995,True
